PUBLISHED_DATE,STATUS,ESTIMATE_SOURCE,PFMA,YEAR,MONTH,DISPOSITION,SPECIES,SPECIES_CODE,SCIENTIFIC_NAME,ESTIMATE,STANDARD_ERROR,PERCENT_STANDARD_ERROR
"SEPTEMBER01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,August,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,120,59.316,0.494
"SEPTEMBER01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,August,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,824,261.529,0.317
"SEPTEMBER01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,August,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,26,24.271,0.934
"SEPTEMBER01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,August,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,47,33.371,0.71
"SEPTEMBER01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,August,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,6,4.475,0.746
"SEPTEMBER01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,August,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1,0.564,0.564
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 121,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,383,127.016,0.332
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 121,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1217,543.774,0.447
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 121,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,739,338.535,0.458
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 121,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,673,516.494,0.767
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 121,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,443,455.333,1.028
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1708,240.382,0.141
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,2990,398.032,0.133
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1438,278.601,0.194
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1318,404.31,0.307
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2915,657.942,0.226
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,342,103.476,0.303
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1149,352.593,0.307
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,255,130.835,0.513
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,180,95.039,0.528
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,917,424.217,0.463
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,4148,403.854,0.097
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1015,237.958,0.234
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,183,72.345,0.395
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,431,157.165,0.365
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,3941,780.078,0.198
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1075,192.793,0.179
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1093,407.257,0.373
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,441,177.611,0.403
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,63,39.189,0.622
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,32,23.531,0.735
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,6,4.835,0.806
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1,1.642,1.642
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,11,10.536,0.958
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,3,4.925,1.642
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,708,146.533,0.207
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,103,64.348,0.625
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,114,104.255,0.915
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1,0.847,0.847
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,606,111.68,0.184
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,192,87.022,0.453
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,51,25.533,0.501
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,22,14.316,0.651
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,790,128.442,0.163
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,249,90.259,0.362
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1172,199.814,0.17
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,211,64.41,0.305
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,36,11.46,0.318
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,52,15.281,0.294
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,117,46.005,0.393
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,7085,1256.316,0.177
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,5432,1032.676,0.19
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2155,385.874,0.179
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1630,360.78,0.221
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2755,586.356,0.213
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 21,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,192,65.192,0.34
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,10965,1042.153,0.095
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,8245,752.498,0.091
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,4930,564.219,0.114
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,2275,268.828,0.118
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,909,174.442,0.192
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,186,44.964,0.242
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,72,60.739,0.844
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,172,82.221,0.478
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,8,6.949,0.869
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,109,74.695,0.685
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 25,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,350,,
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1507,318.776,0.212
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,136,66.171,0.487
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,140,60.545,0.432
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,190,77.549,0.408
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,64,66.774,1.043
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,September,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1001,178.868,0.179
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,September,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,224,126.451,0.565
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,September,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1,0.243,0.243
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,September,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1,0.364,0.364
"OCTOBER  01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,September,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1,0.243,0.243
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2005,October,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,2395,411.211,0.172
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2005,October,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,3,,
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2005,October,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,38,20.365,0.536
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2005,October,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,47,23.549,0.501
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2005,October,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,340,76.627,0.225
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2005,October,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,197,18.291,0.093
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2005,October,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,3,3.409,1.136
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2005,October,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,31,23.155,0.747
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2005,October,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,20,17.97,0.899
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2005,October,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,12,7.743,0.645
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2005,October,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,174,46.662,0.268
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2005,October,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,5,8.872,1.774
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2005,October,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,98,32.899,0.336
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2005,October,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1,1.307,1.307
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2005,October,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1,1.307,1.307
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2005,October,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,18,13.478,0.749
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,October,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,504,88.941,0.176
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,October,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,9,6.913,0.768
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,October,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,63,30.539,0.485
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,October,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,31,18.979,0.612
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,October,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,99,47.642,0.481
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,October,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1083,39.368,0.036
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,October,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,66,30.891,0.468
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,October,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1817,187.853,0.103
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,October,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,374,229.168,0.613
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,October,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1934,410.712,0.212
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,October,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,290,132.089,0.455
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,October,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,76,44.926,0.591
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,October,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,17,16.771,0.987
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,October,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,0,0.286,0
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2005,October,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,52,49.105,0.944
"NOVEMBER 01, 2005 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2005,October,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,88,50.306,0.572
"JANUARY  01, 2006 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,December,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,612,164.772,0.269
"JANUARY  01, 2006 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,December,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,424,116.113,0.274
"JANUARY  01, 2006 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2005,December,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,417,180.304,0.432
"JANUARY  01, 2006 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,December,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,974,512.708,0.526
"JANUARY  01, 2006 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,December,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,826,470.969,0.57
"JANUARY  01, 2006 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2005,December,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,570,336.8,0.591
"MARCH    08, 2007 09:46:58",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2006,January,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,778,372.106,0.478
"MARCH    08, 2007 09:46:58",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2006,January,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,541,305.196,0.564
"MARCH    08, 2007 09:46:58",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2006,January,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,186,75.58,0.406
"MARCH    08, 2007 09:46:58",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2006,January,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,586,239.39,0.409
"MARCH    08, 2007 09:46:58",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2006,January,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,275,182.236,0.663
"MARCH    08, 2007 09:46:58",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2006,January,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,151,104.854,0.694
"MARCH    08, 2007 09:47:21",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2006,February,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,868,258.12,0.297
"MARCH    08, 2007 09:47:21",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2006,February,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,324,144.296,0.445
"MARCH    08, 2007 09:47:21",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2006,February,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,140,61.293,0.438
"MARCH    08, 2007 09:47:21",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2006,February,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,452,187.506,0.415
"MARCH    08, 2007 09:47:21",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2006,February,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,72,64.369,0.894
"MARCH    08, 2007 09:47:21",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2006,February,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,19,11.553,0.608
"MAY      01, 2006 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2006,April,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,150,,
"MARCH    08, 2007 09:47:32",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2006,April,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1018,202.245,0.199
"MARCH    08, 2007 09:47:32",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2006,April,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,135,65.792,0.487
"MARCH    08, 2007 09:47:32",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2006,April,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,60,36.412,0.607
"MARCH    08, 2007 09:47:32",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2006,April,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,562,208.492,0.371
"MARCH    08, 2007 09:47:32",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2006,April,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,155,77.683,0.501
"MARCH    08, 2007 09:47:32",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2006,April,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,30,34.256,1.142
"MARCH    08, 2007 09:47:32",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2006,April,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,6,6.237,1.04
"OCTOBER  29, 2007 13:24:49",Published Estimate - Full Month,Estimate from standard method,PFMA 12,2006,May,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,4,,
"OCTOBER  29, 2007 13:24:49",Published Estimate - Full Month,Estimate from standard method,PFMA 12,2006,May,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,5,,
"OCTOBER  29, 2007 13:24:49",Published Estimate - Full Month,Estimate from standard method,PFMA 12,2006,May,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1,,
"OCTOBER  29, 2007 13:24:49",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2006,May,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,138,,
"JUNE     01, 2006 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2006,May,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,150,,
"OCTOBER  29, 2007 13:24:49",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2006,May,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1110,461.776,0.416
